Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Germany,DEU,30.84771157,31.84470712,32.59257911,32.81171295,35.71336386,38.05957235,41.43290791,43.3227581,43.79919026,38.11990694,42.56547341,45.05713628,46.30712014,45.41867786,45.61926331,46.92073836
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,India,IND,12.99723631,12.55837963,14.26438392,14.94791386,17.85912496,19.60524669,21.26794142,20.79969975,24.09735726,20.40051937,22.40093325,24.54041132,24.53443066,25.4308613,22.96796301,19.81318916
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Japan,JPN,10.4634942,10.07679996,10.85544561,11.46580158,12.78626462,13.81589572,15.65737405,17.28912737,17.23554338,12.41956575,14.91850345,14.77446226,14.41477461,15.78415673,17.41865535,17.43675984
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Kuwait,KWT,56.47217445,51.30841121,44.61604832,52.0915106,56.91711338,63.9760609,65.54573372,63.4150384,66.75954952,59.43363435,66.67331737,73.19837828,74.7316937,70.86153454,68.50614347,53.76624808
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mexico,MEX,25.40671694,22.66672117,22.55248987,24.36044069,25.84030395,26.23255038,27.32516189,27.52723589,27.70149583,27.15499933,29.69766477,31.03670714,32.26556776,31.30565295,31.87344131,34.52488584
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Zealand,NZL,35.74545849,35.43103984,32.8470717,29.8397254,29.54341061,28.28516543,29.60861375,29.27311395,32.07870923,28.73391077,30.27362768,30.39502406,28.85939059,28.81358116,27.98285738,27.91454531
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,188.3508903,182.8941807,184.0861181,202.5862064,213.9516954,225.1596677,228.0376171,212.7793937,228.9937709,190.844935,197.9989608,203.3277086,196.7196129,195.0777963,191.9535358,178.3846085
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,28.56335793,27.86161916,26.55399492,25.62890612,25.41198482,24.97926904,25.2413025,25.98473881,25.62392917,23.06169417,25.95167935,29.5349622,31.45511995,32.95195248,33.46797623,33.61086067
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Russian Federation,RUS,44.06044131,36.8934936,35.21259406,35.24998177,34.41789105,35.20306596,33.73047544,30.16406048,31.30956033,27.9381012,29.21556079,28.05536148,26.90732034,25.84533683,27.11109705,28.70338944
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Qatar,QAT,67.2833586,65.89285714,60.34277283,61.69758239,64.16822495,65.08504482,62.81773017,60.27737186,61.36235262,51.13487609,62.3196826,72.61970914,76.47241908,72.71783502,67.99811813,57.06147777
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,25.61874343,25.52205797,24.44341867,23.97070673,23.97976455,25.17727735,27.43236353,25.41920258,27.30851545,26.62921537,28.55962704,31.09263188,30.37453575,30.04921741,28.38996858,27.63032549
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,..,49.15922533,49.50334738,55.92319922,63.56772981,67.58531139,68.62779767,72.3840975,78.8678887,79.65331786,82.24238564,90.07656425,97.63496338,98.00758609,96.92379674,97.56318807
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,10.69277691,9.703447499,9.131381514,9.035658683,9.628750081,9.982054732,10.64138647,11.46379016,12.42584736,10.93222062,12.34136081,13.56346715,13.6440494,13.57807437,13.54595934,12.46099316
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vietnam,VNM,53.92149701,55.06193328,54.73913369,56.67325792,59.73104141,63.69949267,67.71681433,70.5178746,70.33669194,62.60888407,54.17584876,61.18016114,63.47392901,66.80044018,69.59857056,72.92284781
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Australia,AUS,21.56170714,22.08217333,20.73372362,21.15525966,19.85792362,20.94805422,21.72070589,21.83933606,22.70706176,22.73312185,20.72104888,20.40513169,21.66739103,21.28919139,21.37536853,21.55503741
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Bangladesh,BGD,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932252
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Belgium,BEL,69.68273991,67.96488091,65.25385179,63.67904433,66.0121279,70.24622175,72.76251224,74.16664217,80.20782782,66.57203682,74.1476086,80.79636075,80.34153972,78.52649664,78.98220685,76.38726436
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Canada,CAN,38.55612203,36.3042633,35.64837348,32.97410942,32.86464868,32.90242569,32.64970526,32.05386458,32.62860281,29.95855751,31.04073957,31.82034685,32.24252342,31.89913623,32.64208628,34.3149411
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,China,CHN,18.51731765,18.21521353,20.10265796,24.82323147,28.44418664,28.3780353,28.44385835,26.75856495,25.01000133,20.43501444,23.53174494,24.17271524,22.77500014,22.14512114,21.39515505,18.11008945
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,France,FRA,27.26627147,26.69347289,25.5409745,24.68586455,25.45617156,26.94765573,28.16836936,28.56749907,29.27769803,25.62690364,28.07949124,30.36923895,30.49903198,30.39931721,30.81211202,31.15907156
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Germany,DEU,30.67834943,30.21813177,28.3423107,29.03760677,30.51283525,32.85914059,36.01682124,36.5516593,37.72561447,33.10880596,37.30315083,40.14898499,40.20693474,39.66019884,39.00083008,39.32548626
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,India,IND,13.9036866,13.43487512,15.24427901,15.64452227,19.6446891,22.39642292,24.45653908,24.88656893,29.27086318,25.87235027,26.85427325,31.08346869,31.25929106,28.41327065,25.95422274,22.10972471
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Japan,JPN,9.098877381,9.482804509,9.591676459,9.860323691,10.8780888,12.41405886,14.35900205,15.52745068,16.89393316,11.97060079,13.57996924,15.42049847,16.0561363,18.19461192,20.01277922,17.99064852
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Kuwait,KWT,30.14615006,35.54205607,36.60914582,34.46366491,32.3805283,28.2666192,24.16735947,28.31746499,25.92390673,29.37743063,30.35442211,25.89199206,26.27954756,26.74516775,31.53080162,44.93332521
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Mexico,MEX,27.02596481,24.49935184,24.14542483,25.84524877,27.64584129,27.70558172,28.76756274,29.26804347,30.0755351,28.81277043,31.0626537,32.43297078,33.50167806,32.45922366,33.05191659,36.56420427
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,New Zealand,NZL,32.77146839,31.80278451,29.80892285,28.07504394,29.25614167,29.73357801,29.99465129,29.15204663,32.33002122,26.41181224,27.97798782,28.84544068,28.16372322,27.20356712,27.18176948,26.9624814
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Singapore,SGP,176.0136302,166.397925,165.6598959,174.6323579,187.5720171,195.2708452,197.3257825,181.5090782,208.332944,167.3478768,171.686595,175.7709227,172.4933529,171.9639837,168.5137834,151.0867904
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Spain,ESP,31.51897581,30.1355363,28.54518432,27.83478298,29.11219787,29.78302854,30.93583231,31.76286494,30.35940087,23.93318015,26.97656121,29.25820883,29.38995484,29.02436324,30.37028572,30.57234448
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Russian Federation,RUS,24.03346573,24.21736507,24.43285167,23.87828723,22.16396134,21.51018253,21.00292642,21.54206226,22.07290571,20.49695982,21.1399447,19.98003793,20.24407005,20.44181257,20.69024421,20.65595987
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Qatar,QAT,22.32930112,29.07581454,28.1269508,28.46736631,26.20420389,29.66049935,35.75318915,35.83673385,28.07048903,29.00928688,23.75060735,26.10192955,29.27387535,29.66537308,31.03625661,36.64612641
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United Kingdom,GBR,26.85091764,27.28479215,26.864538,26.14777621,26.35361412,27.36147718,29.36550345,27.41494328,29.0967727,27.96127541,30.24700738,32.06456393,31.51541435,31.60631006,30.46734882,29.28269577
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United Arab Emirates,ARE,..,40.7053546,43.56831143,46.37697028,53.05488271,51.96756025,50.84287191,64.41405537,69.64565532,73.8086265,61.63508943,61.58937762,62.33550724,63.09289637,67.10571312,71.91304863
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,United States,USA,14.41021845,13.26373384,13.1549926,13.59165432,14.81931218,15.6564983,16.33389163,16.54822752,17.44194843,13.82731055,15.87853443,17.27901909,17.03778597,16.42429277,16.45204044,15.35124034
Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,Vietnam,VNM,57.49559741,56.89400472,61.95773496,67.65469652,73.28545645,67.01535337,70.59680754,84.08750939,83.98078769,72.09743366,59.80184631,64.08042813,59.7501965,64.0459034,65.81194126,71.99137253
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Australia,AUS,26.27053884,23.40952559,24.42059484,25.95011299,27.07788148,27.47192748,27.52336561,27.52029801,28.61435284,27.36737281,26.78653729,26.4630715,27.72281386,27.88314726,26.73438021,26.28088991
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Bangladesh,BGD,23.80856257,24.17430673,24.34141614,24.67918886,24.99183394,25.83043551,26.14414575,26.17849707,26.2022714,26.20605702,26.24665618,27.42097337,28.26233501,28.38962075,28.57787571,28.88668925
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Belgium,BEL,23.7829613,22.6338255,20.74740198,20.96470771,22.66706017,23.6810632,23.97054911,24.60327415,25.93677033,22.1732846,23.12677669,24.50693916,23.68992583,22.4281969,23.13618772,23.62795037
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Canada,CAN,20.61446771,19.67139493,19.73934541,20.46667761,21.38286053,22.63204211,23.59589302,23.90787622,24.07250278,21.95949429,23.4820047,24.15145347,24.8675436,24.90767507,24.87070761,23.82159339
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,China,CHN,33.57302849,35.54159672,36.15344344,39.62013059,41.84719726,40.34614955,39.9103387,40.48219017,42.26902681,45.35623583,46.5561547,46.6601211,46.2252656,46.39894934,45.82395276,43.23480666
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,France,FRA,22.48805446,22.16486803,21.31558247,21.18612886,21.88960334,22.45262344,23.23771164,24.1648123,24.12988486,21.33315982,21.9462945,23.22090937,22.62663227,22.28719307,22.70983107,22.71232406
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Germany,DEU,24.486864,22.96045182,20.77639073,20.43679377,19.83907325,19.48512221,20.57071461,21.37992839,21.44618671,18.55646371,20.06578537,21.63523367,19.71598836,20.05374642,20.37029066,19.74294325
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,India,IND,25.67731668,29.90788898,30.25130012,30.83969994,35.0964917,37.42826402,38.99850637,41.95079823,38.42241965,39.25679176,39.78562417,39.59042144,38.34741567,34.02320208,34.26780562,32.11673014
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Japan,JPN,28.41743932,27.75495487,25.89885919,25.66096518,25.63820726,26.05232598,26.07755439,25.76874016,25.86957996,22.60317648,22.59030413,23.54056869,24.00492972,24.41762404,25.03636199,25.16534788
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Kuwait,KWT,10.66523772,14.3046729,17.12769629,16.63255579,18.18550298,16.42676703,16.15772239,20.45665212,17.62982145,17.96584492,17.65852862,13.54449848,12.83498521,14.35148536,16.29019399,25.42808492
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Mexico,MEX,22.95818123,20.83501268,20.70577508,21.09587417,22.11755825,21.64402786,22.82291704,23.11880995,24.10684385,22.88891649,22.79309499,23.28120862,23.88655517,22.49338333,21.87150179,23.3130633
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,New Zealand,NZL,22.03456304,22.95201691,22.74653982,24.12838577,25.28160767,25.42086819,23.75933118,24.7759451,22.72736872,19.7352643,20.17487779,20.56049759,21.12014861,22.13683401,22.99418964,23.19417248
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Singapore,SGP,35.174036,27.6094318,25.07361279,17.22452487,22.89246167,21.50693625,22.37926344,23.06595291,30.15967637,27.37011521,27.65822752,26.69199435,29.26294267,29.97950219,29.43000828,25.35319302
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Spain,ESP,26.6403849,26.45903739,26.68420603,27.50347142,28.28537752,29.38717236,30.56534867,30.44222478,28.45455914,23.3033424,22.30306635,20.5718755,18.43557973,17.21014581,17.89420574,18.98743335
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Russian Federation,RUS,18.69376019,21.94981733,20.02954619,20.85895848,20.90127508,20.07749692,21.1715918,24.16451403,25.50121971,18.92637574,22.61505055,24.26073793,24.55369335,23.27168199,22.39086423,22.14872532
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Qatar,QAT,20.15128546,29.11967419,32.64712559,34.86569464,31.51101184,34.30788878,41.88871491,46.01657063,41.11796712,42.96404915,31.27686965,29.03183655,27.14440104,27.82790493,31.79007275,37.06717623
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Kingdom,GBR,18.33186062,18.12833585,18.26691229,17.92105106,17.70072993,17.89413443,18.26536134,18.53121248,17.48984315,14.97762072,16.23518263,15.87088416,15.87844325,16.47851984,17.60678796,17.76477643
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United Arab Emirates,ARE,..,22.50259715,22.54568155,22.12976184,19.97851906,20.16684881,19.27039968,25.19918282,25.09809154,31.63354876,27.12110362,23.16147377,21.31468354,18.77145053,21.58126791,24.79853453
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,United States,USA,23.6783759,22.1767206,21.72265041,21.74564312,22.65215058,23.37571468,23.53752332,22.55757783,21.03749419,17.76875578,18.67222167,19.03354326,19.95072315,20.34303358,20.7783685,21.20047568
Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,Vietnam,VNM,29.60991382,31.17277345,33.22053449,35.44485796,35.46533167,33.75740289,34.53665108,39.5662709,36.4931218,37.16255543,37.0990783,32.37114637,30.55929188,30.21290081,30.28902486,32.10891422
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Australia,AUS,25.90355805,27.07258211,25.98904282,26.59718398,26.5606401,27.0113501,26.95854657,26.4090991,26.60138252,24.48184793,23.30391398,22.71011835,23.44358262,24.46537516,24.37449839,24.5217627
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Bangladesh,BGD,..,8.555089124,8.874651108,8.715789667,8.656751736,8.948991334,8.778411937,8.81075448,9.512890631,9.643072677,9.743829346,10.46265743,11.14523027,11.16041237,10.86688561,9.844484139
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Belgium,BEL,42.4166967,42.3916403,41.35753336,40.49645057,40.51496582,40.45148072,40.14753123,39.71367698,40.81032435,39.84817856,40.35527886,41.20315623,42.30608582,42.81526166,42.59620207,40.42014258
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Canada,CAN,20.86174115,20.16015238,19.32466384,19.06511458,18.69031327,18.52968507,18.53179328,18.69515612,17.62087819,17.64354364,16.89617213,16.92549814,16.92032366,16.95261766,16.97922249,17.8509095
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,China,CHN,..,..,..,..,..,9.625040826,10.12516151,16.73450248,11.07653773,11.66270616,11.23107994,11.23872601,11.13895896,10.95623652,15.81817803,16.04302306
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,France,FRA,42.80721095,43.07027695,42.35481277,41.84756412,41.8050503,42.14892647,42.53586422,42.00684057,41.96558889,41.42113651,42.89629172,42.59867886,43.44444333,44.44265486,44.56915058,44.28747398
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Germany,DEU,29.90792237,28.99578374,28.85242844,29.44455749,28.17946361,28.10449633,27.86376138,27.57044268,27.80329002,28.78833722,27.99095305,28.3232228,28.55499015,28.54845537,28.5011768,28.50600427
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,India,IND,11.70342888,11.04005086,11.59413471,11.85312184,12.08292197,12.33509425,13.31678983,14.43959578,12.7597308,11.42028859,13.18359654,11.49599601,12.59987277,12.60899341,11.55062064,12.41520954
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mexico,MEX,12.1102239,..,..,..,..,..,..,..,20.64631982,17.69709336,18.04343497,18.91593457,18.74484474,18.8045337,18.34957805,19.01749403
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,New Zealand,NZL,..,33.08145317,33.42305354,34.45370445,34.56327422,36.17668854,37.07413781,35.28041013,36.30824789,35.5401967,32.39936167,33.85943434,33.15137777,32.50098585,32.6785676,32.74188533
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Singapore,SGP,25.68156955,24.34835684,21.18310349,19.42535148,18.78179116,18.17527959,17.89727929,19.2502611,20.41493515,17.05451062,16.77906392,17.02096293,17.47680468,17.2396519,18.02089947,17.99710989
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Russian Federation,RUS,24.57686735,27.1365197,31.72315221,27.58444667,26.84988668,30.28385756,28.69354764,31.32835809,33.68134989,25.50401797,26.05415694,29.14828493,27.23770032,26.5415006,27.15173471,24.47204767
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Kingdom,GBR,32.9559376,32.57805877,31.60128072,31.36991684,32.46482598,33.48446711,33.30816648,33.63169172,34.30339924,32.00423744,38.11642534,33.37791903,32.76561791,33.61293523,32.83729514,32.9676033
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,3.412981817,3.160618952,3.055523061,2.929661454,3.414653356
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United States,USA,20.57614574,19.50891325,17.38421414,16.77744096,16.84343831,17.92858722,18.62870763,18.65678435,17.71315483,15.66665028,16.40345028,16.62943918,16.74773749,18.8018464,18.91259579,19.09205998
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Start-up procedures to register a business (number),IC.REG.PROC,Australia,AUS,..,..,..,3,3,3,3,3,3,3,3,3,3,3,3,3
Start-up procedures to register a business (number),IC.REG.PROC,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9,9
Start-up procedures to register a business (number),IC.REG.PROC,Belgium,BEL,..,..,..,9,6,6,6,5,5,5,5,5,5,5,5,5
Start-up procedures to register a business (number),IC.REG.PROC,Canada,CAN,..,..,..,3,3,3,3,3,2,2,2,2,2,2,2,2
Start-up procedures to register a business (number),IC.REG.PROC,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,13,11,11
Start-up procedures to register a business (number),IC.REG.PROC,France,FRA,..,..,..,8,5,5,5,5,5,5,5,5,5,5,5,5
Start-up procedures to register a business (number),IC.REG.PROC,Germany,DEU,..,..,..,9,9,9,9,9,9,9,9,9,9,9,9,9
Start-up procedures to register a business (number),IC.REG.PROC,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,14,15,14
Start-up procedures to register a business (number),IC.REG.PROC,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,8
Start-up procedures to register a business (number),IC.REG.PROC,Kuwait,KWT,..,..,..,13,13,13,13,13,13,13,13,12,12,12,12,12
